Date,Machine,Units_Produced,Defective_Units,Quality_Rate
2025-07-17,Etiqueteuse automatique,1077,56,94.8
2025-07-17,Convoyeur industriel,1122,38,96.61
2025-07-17,Machine de controle qualite par vision,1131,36,96.82
2025-07-17,Machine de palettisation automatique,1221,38,96.89
2025-07-18,Machine CNC,716,38,94.69
2025-07-18,Tour industriel,743,39,94.75
2025-07-18,Fraiseuse industrielle,767,44,94.26
2025-07-18,Perceuse a colonne,755,43,94.3
2025-07-18,Presse hydraulique,708,36,94.92
2025-07-18,Presse mecanique,741,30,95.95
2025-07-18,Machine de decoupe laser,792,25,96.84
2025-07-18,Machine de decoupe plasma,790,54,93.16
2025-07-18,Machine de soudage robotisee,734,43,94.14
2025-07-18,Robot assemblage,832,36,95.67
2025-07-18,Machine de moulage par injection,875,42,95.2
2025-07-18,Machine extrusion,928,41,95.58
2025-07-18,Machine de pliage,912,36,96.05
2025-07-18,Machine de polissage,980,42,95.71
2025-07-18,Machine de peinture industrielle,1005,81,91.94
2025-07-18,Machine emballage,1058,66,93.76
2025-07-18,Etiqueteuse automatique,1150,59,94.87
2025-07-18,Convoyeur industriel,1126,50,95.56
2025-07-18,Machine de controle qualite par vision,1174,31,97.36
2025-07-18,Machine de palettisation automatique,1172,39,96.67
2025-07-19,Machine CNC,675,39,94.22
2025-07-19,Tour industriel,726,42,94.21
2025-07-19,Fraiseuse industrielle,664,40,93.98
2025-07-19,Perceuse a colonne,671,40,94.04
2025-07-19,Presse hydraulique,677,35,94.83
2025-07-19,Presse mecanique,700,32,95.43
2025-07-19,Machine de decoupe laser,759,20,97.36
2025-07-19,Machine de decoupe plasma,739,45,93.91
2025-07-19,Machine de soudage robotisee,754,39,94.83
2025-07-19,Robot assemblage,815,41,94.97
2025-07-19,Machine de moulage par injection,861,37,95.7
2025-07-19,Machine extrusion,921,37,95.98
2025-07-19,Machine de pliage,1039,53,94.9
2025-07-19,Machine de polissage,1015,33,96.75
2025-07-19,Machine de peinture industrielle,1069,82,92.33
2025-07-19,Machine emballage,1007,67,93.35
2025-07-19,Etiqueteuse automatique,1147,52,95.47
2025-07-19,Convoyeur industriel,1194,NaN,96.65
2025-07-19,Machine de controle qualite par vision,1162,37,96.82
2025-07-19,Machine de palettisation automatique,1199,36,97.0
2025-07-20,Machine CNC,651,34,94.78
2025-07-20,Tour industriel,680,40,94.12
2025-07-20,Fraiseuse industrielle,753,42,94.42
2025-07-20,Perceuse a colonne,674,41,93.92
2025-07-20,Presse hydraulique,652,32,95.09
2025-07-20,Presse mecanique,706,28,96.03
2025-07-20,Machine de decoupe laser,701,18,97.43
2025-07-20,Machine de decoupe plasma,773,42,94.57
2025-07-20,Machine de soudage robotisee,790,44,94.43
2025-07-20,Robot assemblage,861,31,96.4
2025-07-20,Machine de moulage par injection,923,38,95.88
2025-07-20,Machine extrusion,964,44,95.44
2025-07-20,Machine de pliage,996,40,95.98
2025-07-20,Machine de polissage,1015,36,96.45
2025-07-20,Machine de peinture industrielle,1035,76,92.66
2025-07-20,Machine emballage,1078,67,93.78
2025-07-20,Etiqueteuse automatique,1148,45,96.08
2025-07-20,Convoyeur industriel,1101,36,96.73
2025-07-20,Machine de controle qualite par vision,1145,30,97.38
2025-07-20,Machine de palettisation automatique,1140,39,96.58
2025-07-21,Machine CNC,620,40,93.55
2025-07-21,Tour industriel,642,41,93.61
2025-07-21,Fraiseuse industrielle,729,42,94.24
2025-07-21,Perceuse a colonne,707,45,93.64
2025-07-21,Presse hydraulique,731,35,95.21
2025-07-21,Presse mecanique,760,29,96.18
2025-07-21,Machine de decoupe laser,776,19,97.55
2025-07-21,Machine de decoupe plasma,813,52,93.6
2025-07-21,Machine de soudage robotisee,850,42,95.06
2025-07-21,Robot assemblage,902,42,95.34
2025-07-21,Machine de moulage par injection,906,54,94.04
2025-07-21,Machine extrusion,986,42,95.74
2025-07-21,Machine de pliage,1021,45,95.59
2025-07-21,Machine de polissage,980,40,95.92
2025-07-21,Machine de peinture industrielle,1036,77,92.57
2025-07-21,Machine emballage,1077,69,93.59
2025-07-21,Etiqueteuse automatique,1083,47,95.66
2025-07-21,Convoyeur industriel,1070,34,96.82
2025-07-21,Machine de controle qualite par vision,1106,31,97.2
2025-07-21,Machine de palettisation automatique,1093,28,97.44
2025-07-22,Machine CNC,645,40,93.8
2025-07-22,Tour industriel,681,40,94.13
2025-07-22,Fraiseuse industrielle,671,NaN,93.74
2025-07-22,Perceuse a colonne,694,42,93.95
2025-07-22,Presse hydraulique,768,44,94.27
2025-07-22,Presse mecanique,741,29,96.09
2025-07-22,Machine de decoupe laser,819,15,98.17
2025-07-22,Machine de decoupe plasma,806,46,94.29
2025-07-22,Machine de soudage robotisee,873,49,94.39
2025-07-22,Robot assemblage,860,39,95.47
2025-07-22,Machine de moulage par injection,930,39,95.81
2025-07-22,Machine extrusion,956,46,95.19
2025-07-22,Machine de pliage,901,40,95.56
2025-07-22,Machine de polissage,982,38,96.13
2025-07-22,Machine de peinture industrielle,993,74,92.55
2025-07-22,Machine emballage,1104,59,94.66
2025-07-22,Etiqueteuse automatique,1118,42,96.24
2025-07-22,Convoyeur industriel,1065,39,96.34
2025-07-22,Machine de controle qualite par vision,1098,32,97.09
2025-07-22,Machine de palettisation automatique,1125,43,96.18
2025-07-23,Machine CNC,690,45,93.48
2025-07-23,Tour industriel,687,40,94.18
2025-07-23,Fraiseuse industrielle,710,45,93.66
2025-07-23,Perceuse a colonne,777,46,94.08
2025-07-23,Presse hydraulique,811,48,94.08
2025-07-23,Presse mecanique,785,38,95.16
2025-07-23,Machine de decoupe laser,747,26,96.52
2025-07-23,Machine de decoupe plasma,849,53,NaN
2025-07-23,Machine de soudage robotisee,865,40,95.38
2025-07-23,Robot assemblage,880,36,95.91
2025-07-23,Machine de moulage par injection,930,37,96.02
2025-07-23,Machine extrusion,961,43,95.53
2025-07-23,Machine de pliage,889,41,95.39
2025-07-23,Machine de polissage,937,34,96.37
2025-07-23,Machine de peinture industrielle,1025,76,92.59
2025-07-23,Machine emballage,1016,52,94.88
2025-07-23,Etiqueteuse automatique,1019,36,96.47
2025-07-23,Convoyeur industriel,1101,43,96.09
2025-07-23,Machine de controle qualite par vision,1098,24,97.81
2025-07-23,Machine de palettisation automatique,1109,37,96.66
2025-07-24,Machine CNC,712,42,94.1
2025-07-24,Tour industriel,768,50,93.49
2025-07-24,Fraiseuse industrielle,763,48,93.71
2025-07-24,Perceuse a colonne,724,44,93.92
2025-07-24,Presse hydraulique,727,41,94.36
2025-07-24,Presse mecanique,774,27,96.51
2025-07-24,Machine de decoupe laser,796,14,98.24
2025-07-24,Machine de decoupe plasma,806,46,94.29
2025-07-24,Machine de soudage robotisee,796,42,94.72
2025-07-24,Robot assemblage,810,40,95.06
2025-07-24,Machine de moulage par injection,828,45,94.57
2025-07-24,Machine extrusion,910,48,94.73
2025-07-24,Machine de pliage,933,41,95.61
2025-07-24,Machine de polissage,969,35,96.39
2025-07-24,Machine de peinture industrielle,979,68,93.05
2025-07-24,Machine emballage,1041,59,94.33
2025-07-24,Etiqueteuse automatique,1104,47,95.74
2025-07-24,Convoyeur industriel,1131,41,96.37
2025-07-24,Machine de controle qualite par vision,1100,27,97.55
2025-07-24,Machine de palettisation automatique,1149,45,96.08
2025-07-25,Machine CNC,746,47,93.7
2025-07-25,Tour industriel,728,45,93.82
2025-07-25,Fraiseuse industrielle,738,47,93.63
2025-07-25,Perceuse a colonne,710,44,93.8
2025-07-25,Presse hydraulique,741,37,95.01
2025-07-25,Presse mecanique,782,28,96.42
2025-07-25,Machine de decoupe laser,740,10,98.65
2025-07-25,Machine de decoupe plasma,742,45,NaN
2025-07-25,Machine de soudage robotisee,801,43,94.63
2025-07-25,Robot assemblage,836,35,95.81
2025-07-25,Machine de moulage par injection,854,39,95.43
2025-07-25,Machine extrusion,894,45,94.97
2025-07-25,Machine de pliage,984,41,95.83
2025-07-25,Machine de polissage,1009,33,96.73
2025-07-25,Machine de peinture industrielle,1002,64,93.61
2025-07-25,Machine emballage,1045,58,94.45
2025-07-25,Etiqueteuse automatique,1115,48,95.7
2025-07-25,Convoyeur industriel,1148,43,96.25
2025-07-25,Machine de controle qualite par vision,1122,35,96.88
2025-07-25,Machine de palettisation automatique,1197,38,96.83
2025-07-26,Machine CNC,663,44,93.36
2025-07-26,Tour industriel,691,46,93.34
2025-07-26,Fraiseuse industrielle,716,42,94.13
2025-07-26,Perceuse a colonne,701,41,94.15
2025-07-26,Presse hydraulique,718,31,95.68
2025-07-26,Presse mecanique,665,24,96.39
2025-07-26,Machine de decoupe laser,652,10,98.47
2025-07-26,Machine de decoupe plasma,698,37,94.7
2025-07-26,Machine de soudage robotisee,768,46,94.01
2025-07-26,Robot assemblage,837,43,94.86
2025-07-26,Machine de moulage par injection,851,43,94.95
2025-07-26,Machine extrusion,885,49,94.46
2025-07-26,Machine de pliage,936,43,95.41
2025-07-26,Machine de polissage,1047,35,96.66
2025-07-26,Machine de peinture industrielle,1078,70,93.51
2025-07-26,Machine emballage,1122,60,94.65
2025-07-26,Etiqueteuse automatique,1167,51,95.63
2025-07-26,Convoyeur industriel,1149,32,97.21
2025-07-26,Machine de controle qualite par vision,1143,39,96.59
2025-07-26,Machine de palettisation automatique,1208,40,96.69
2025-07-27,Machine CNC,680,44,93.53
2025-07-27,Tour industriel,639,48,92.49
2025-07-27,Fraiseuse industrielle,717,51,92.89
2025-07-27,Perceuse a colonne,662,34,94.86
2025-07-27,Presse hydraulique,699,32,95.42
2025-07-27,Presse mecanique,698,29,95.85
2025-07-27,Machine de decoupe laser,787,14,98.22
2025-07-27,Machine de decoupe plasma,790,44,94.43
2025-07-27,Machine de soudage robotisee,773,42,94.57
2025-07-27,Robot assemblage,890,48,94.61
2025-07-27,Machine de moulage par injection,908,41,95.48
2025-07-27,Machine extrusion,945,42,95.56
2025-07-27,Machine de pliage,1023,40,96.09
2025-07-27,Machine de polissage,1029,45,95.63
2025-07-27,Machine de peinture industrielle,1071,73,93.18
2025-07-27,Machine emballage,1104,58,94.75
2025-07-27,Etiqueteuse automatique,1144,52,95.45
2025-07-27,Convoyeur industriel,1141,38,96.67
2025-07-27,Machine de controle qualite par vision,1081,36,96.67
2025-07-27,Machine de palettisation automatique,1094,41,96.25
2025-07-28,Machine CNC,622,46,92.6
2025-07-28,Tour industriel,644,43,93.32
2025-07-28,Fraiseuse industrielle,640,40,93.75
2025-07-28,Perceuse a colonne,681,43,93.69
2025-07-28,Presse hydraulique,717,34,95.26
2025-07-28,Presse mecanique,718,26,96.38
2025-07-28,Machine de decoupe laser,800,14,98.25
2025-07-28,Machine de decoupe plasma,877,54,93.84
2025-07-28,Machine de soudage robotisee,886,46,94.81
2025-07-28,Robot assemblage,884,51,94.23
2025-07-28,Machine de moulage par injection,942,53,94.37
2025-07-28,Machine extrusion,922,48,94.79
2025-07-28,Machine de pliage,987,43,95.64
2025-07-28,Machine de polissage,1037,21,97.97
2025-07-28,Machine de peinture industrielle,1081,77,92.88
2025-07-28,Machine emballage,1080,60,94.44
2025-07-28,Etiqueteuse automatique,1112,46,95.86
2025-07-28,Convoyeur industriel,1087,51,95.31
2025-07-28,Machine de controle qualite par vision,1094,40,96.34
2025-07-28,Machine de palettisation automatique,1066,45,95.78
2025-07-29,Machine CNC,700,50,NaN
2025-07-29,Tour industriel,663,53,92.01
2025-07-29,Fraiseuse industrielle,665,43,93.53
2025-07-29,Perceuse a colonne,702,40,94.3
2025-07-29,Presse hydraulique,714,36,94.96
2025-07-29,Presse mecanique,792,25,NaN
2025-07-29,Machine de decoupe laser,767,8,98.96
2025-07-29,Machine de decoupe plasma,861,49,94.31
2025-07-29,Machine de soudage robotisee,897,49,94.54
2025-07-29,Robot assemblage,913,43,95.29
2025-07-29,Machine de moulage par injection,886,53,94.02
2025-07-29,Machine extrusion,959,54,94.37
2025-07-29,Machine de pliage,940,43,95.43
2025-07-29,Machine de polissage,961,22,97.71
2025-07-29,Machine de peinture industrielle,1026,66,93.57
2025-07-29,Machine emballage,1113,61,94.52
2025-07-29,Etiqueteuse automatique,1064,39,96.33
2025-07-29,Convoyeur industriel,1044,46,95.59
2025-07-29,Machine de controle qualite par vision,1109,44,96.03
2025-07-29,Machine de palettisation automatique,1116,49,95.61
2025-07-30,Machine CNC,665,50,92.48
2025-07-30,Tour industriel,706,50,92.92
2025-07-30,Fraiseuse industrielle,710,50,92.96
2025-07-30,Perceuse a colonne,733,41,94.41
2025-07-30,Presse hydraulique,775,31,96.0
2025-07-30,Presse mecanique,812,24,97.04
2025-07-30,Machine de decoupe laser,808,15,98.14
2025-07-30,Machine de decoupe plasma,857,51,94.05
2025-07-30,Machine de soudage robotisee,834,51,93.88
2025-07-30,Robot assemblage,833,47,94.36
2025-07-30,Machine de moulage par injection,894,45,94.97
2025-07-30,Machine extrusion,870,45,94.83
2025-07-30,Machine de pliage,981,38,96.13
2025-07-30,Machine de polissage,971,33,96.6
2025-07-30,Machine de peinture industrielle,941,62,93.41
2025-07-30,Machine emballage,977,53,94.58
2025-07-30,Etiqueteuse automatique,1052,44,95.82
2025-07-30,Convoyeur industriel,1115,48,95.7
2025-07-30,Machine de controle qualite par vision,1141,NaN,96.14
2025-07-30,Machine de palettisation automatique,1178,46,96.1
2025-07-31,Machine CNC,730,50,93.15
2025-07-31,Tour industriel,733,51,93.04
2025-07-31,Fraiseuse industrielle,697,46,NaN
2025-07-31,Perceuse a colonne,765,38,95.03
2025-07-31,Presse hydraulique,714,33,95.38
2025-07-31,Presse mecanique,721,23,96.81
2025-07-31,Machine de decoupe laser,780,10,98.72
2025-07-31,Machine de decoupe plasma,779,48,93.84
2025-07-31,Machine de soudage robotisee,808,45,94.43
2025-07-31,Robot assemblage,820,48,94.15
2025-07-31,Machine de moulage par injection,820,48,94.15
2025-07-31,Machine extrusion,901,45,95.01
2025-07-31,Machine de pliage,927,34,96.33
2025-07-31,Machine de polissage,951,31,96.74
2025-07-31,Machine de peinture industrielle,1002,NaN,93.81
2025-07-31,Machine emballage,1063,47,95.58
2025-07-31,Etiqueteuse automatique,1091,46,95.78
2025-07-31,Convoyeur industriel,1119,40,96.43
2025-07-31,Machine de controle qualite par vision,1136,46,95.95
2025-07-31,Machine de palettisation automatique,1190,45,96.22
2025-08-01,Machine CNC,677,46,93.21
2025-08-01,Tour industriel,803,56,93.03
2025-08-01,Fraiseuse industrielle,670,46,93.13
2025-08-01,Perceuse a colonne,800,50,93.75
2025-08-01,Presse hydraulique,714,29,95.94
2025-08-01,Presse mecanique,769,21,97.27
2025-08-01,Machine de decoupe laser,714,NaN,98.18
2025-08-01,Machine de decoupe plasma,756,41,94.58
2025-08-01,Machine de soudage robotisee,784,43,NaN
2025-08-01,Robot assemblage,812,47,94.21
2025-08-01,Machine de moulage par injection,864,46,94.68
2025-08-01,Machine extrusion,880,48,94.55
2025-08-01,Machine de pliage,1008,37,96.33
2025-08-01,Machine de polissage,987,34,96.56
2025-08-01,Machine de peinture industrielle,1028,66,93.58
2025-08-01,Machine emballage,1124,52,95.37
2025-08-01,Etiqueteuse automatique,1147,47,95.9
2025-08-01,Convoyeur industriel,1188,43,96.38
2025-08-01,Machine de controle qualite par vision,1205,56,95.35
2025-08-01,Machine de palettisation automatique,1188,49,95.88
2025-08-02,Machine CNC,699,54,92.27
2025-08-02,Tour industriel,708,48,93.22
2025-08-02,Fraiseuse industrielle,691,40,94.21
2025-08-02,Perceuse a colonne,659,36,94.54
2025-08-02,Presse hydraulique,647,29,95.52
2025-08-02,Presse mecanique,720,16,97.78
2025-08-02,Machine de decoupe laser,740,5,99.32
2025-08-02,Machine de decoupe plasma,767,42,94.52
2025-08-02,Machine de soudage robotisee,809,53,93.45
2025-08-02,Robot assemblage,847,52,93.86
2025-08-02,Machine de moulage par injection,881,49,94.44
2025-08-02,Machine extrusion,939,48,NaN
2025-08-02,Machine de pliage,1019,50,95.09
2025-08-02,Machine de polissage,1029,23,97.76
2025-08-02,Machine de peinture industrielle,1117,69,93.82
2025-08-02,Machine emballage,1156,58,94.98
2025-08-02,Etiqueteuse automatique,1120,54,95.18
2025-08-02,Convoyeur industriel,1184,52,95.61
2025-08-02,Machine de controle qualite par vision,1150,47,95.91
2025-08-02,Machine de palettisation automatique,1103,46,95.83
2025-08-03,Machine CNC,655,48,92.67
2025-08-03,Tour industriel,654,43,93.43
2025-08-03,Fraiseuse industrielle,667,45,93.25
2025-08-03,Perceuse a colonne,654,32,95.11
2025-08-03,Presse hydraulique,699,28,95.99
2025-08-03,Presse mecanique,723,14,98.06
2025-08-03,Machine de decoupe laser,722,11,98.48
2025-08-03,Machine de decoupe plasma,770,47,93.9
2025-08-03,Machine de soudage robotisee,830,48,94.22
2025-08-03,Robot assemblage,911,57,93.74
2025-08-03,Machine de moulage par injection,925,57,93.84
2025-08-03,Machine extrusion,930,47,94.95
2025-08-03,Machine de pliage,1020,37,96.37
2025-08-03,Machine de polissage,1126,28,97.51
2025-08-03,Machine de peinture industrielle,1099,69,93.72
2025-08-03,Machine emballage,1125,50,95.56
2025-08-03,Etiqueteuse automatique,1129,49,95.66
2025-08-03,Convoyeur industriel,1113,44,96.05
2025-08-03,Machine de controle qualite par vision,1101,55,95.0
2025-08-03,Machine de palettisation automatique,1149,49,95.74
2025-08-04,Machine CNC,620,47,92.42
2025-08-04,Tour industriel,651,46,92.93
2025-08-04,Fraiseuse industrielle,646,47,92.72
2025-08-04,Perceuse a colonne,662,33,95.02
2025-08-04,Presse hydraulique,707,27,96.18
2025-08-04,Presse mecanique,732,9,98.77
2025-08-04,Machine de decoupe laser,772,9,98.83
2025-08-04,Machine de decoupe plasma,838,54,93.56
2025-08-04,Machine de soudage robotisee,868,54,93.78
2025-08-04,Robot assemblage,952,61,93.59
2025-08-04,Machine de moulage par injection,937,55,94.13
2025-08-04,Machine extrusion,1008,52,94.84
2025-08-04,Machine de pliage,1013,44,95.66
2025-08-04,Machine de polissage,1086,25,97.7
2025-08-04,Machine de peinture industrielle,1053,63,94.02
2025-08-04,Machine emballage,1063,60,94.36
2025-08-04,Etiqueteuse automatique,1076,45,95.82
2025-08-04,Convoyeur industriel,1074,46,95.72
2025-08-04,Machine de controle qualite par vision,1116,47,95.79
2025-08-04,Machine de palettisation automatique,1078,47,95.64
2025-08-05,Machine CNC,661,50,92.44
2025-08-05,Tour industriel,695,53,92.37
2025-08-05,Fraiseuse industrielle,756,47,93.78
2025-08-05,Perceuse a colonne,743,40,94.62
2025-08-05,Presse hydraulique,713,30,95.79
2025-08-05,Presse mecanique,793,19,97.6
2025-08-05,Machine de decoupe laser,808,11,98.64
2025-08-05,Machine de decoupe plasma,863,56,93.51
2025-08-05,Machine de soudage robotisee,858,51,94.06
2025-08-05,Robot assemblage,894,57,93.62
